beta (β), betay (β_y), and betaz (β_z) 
Latitude is planetocentric and pressure unit is mbar
Unit of beta, betay, and betaz is 1e-12 1/(s*m) 
Data in each pressure level with varying latitude is saved 

Pressure level 508.1449 mbar
pressure latitude     beta      betay     betaz
  131.14  -76.00      1.460    -3.948    -1.522
  131.14  -75.00      1.561    -5.275    -1.949
  131.14  -74.00      1.661    -5.075    -1.914
  131.14  -73.00      1.760    -0.495    -1.389
  131.14  -72.00      1.859     4.131    -1.169
  131.14  -71.00      1.956    12.472    -1.022
  131.14  -70.00      2.053    14.799    -0.861
  131.14  -69.00      2.149     1.655     0.253
  131.14  -68.00      2.244    -3.404     2.124
  131.14  -67.00      2.338    -2.133     4.534
  131.14  -66.00      2.430    -5.735     7.222
  131.14  -65.00      2.522    -3.846     9.622
  131.14  -64.00      2.613    -4.117    11.390
  131.14  -63.00      2.702    -2.852    12.162
  131.14  -62.00      2.790    -1.894    12.222
  131.14  -61.00      2.877    -4.625    12.005
  131.14  -60.00      2.963    -7.182    10.119
  131.14  -59.00      3.048    -6.133     4.977
  131.14  -58.00      3.131    -4.417    -2.418
  131.14  -57.00      3.213     4.530    -9.371
  131.14  -56.00      3.294    18.136   -12.895
  131.14  -55.00      3.373    12.943   -11.750
  131.14  -54.00      3.451     4.889    -8.028
  131.14  -53.00      3.527     4.575    -3.764
  131.14  -52.00      3.602    -0.272     1.064
  131.14  -51.00      3.676    -3.863     6.306
  131.14  -50.00      3.748    -5.383    11.265
  131.14  -49.00      3.819    -6.500    14.644
  131.14  -48.00      3.888    -7.019    14.873
  131.14  -47.00      3.956    -6.836    11.693
  131.14  -46.00      4.022    -3.819     5.879
  131.14  -45.00      4.087     1.651    -1.107
  131.14  -44.00      4.150     7.784    -6.428
  131.14  -43.00      4.212    12.579    -8.309
  131.14  -42.00      4.272    12.219    -7.634
  131.14  -41.00      4.331     4.842    -5.435
  131.14  -40.00      4.388    -3.120    -2.017
  131.14  -39.00      4.443    -2.534     1.144
  131.14  -38.00      4.497    -4.899     2.608
  131.14  -37.00      4.550    -4.601     3.324
  131.14  -36.00      4.601    -5.085     4.101
  131.14  -35.00      4.650    -5.066     3.740
  131.14  -34.00      4.698    -5.349     2.325
  131.14  -33.00      4.745    -3.369     0.514
  131.14  -32.00      4.790    -0.971    -1.919
  131.14  -31.00      4.833     1.809    -4.244
  131.14  -30.00      4.875     3.065    -5.749
  131.14  -29.00      4.915     1.504    -6.017
  131.14  -28.00      4.954     3.676    -4.984
  131.14  -27.00      4.992     1.279    -2.805
  131.14  -26.00      5.027    -4.503     0.312
  131.14  -25.00      5.062    -4.719     3.222
  131.14  -24.00      5.095    -2.548     4.825
  131.14  -23.00      5.126    -1.249     5.666
  131.14  -22.00      5.157    -0.495     6.239
  131.14  -21.00      5.185    -1.799     6.791
  131.14  -20.00      5.213    -1.511     7.557
  131.14  -19.00      5.238    -1.202     8.495
  131.14  -18.00      5.263     1.769     9.114
  131.14  -17.00      5.286     2.920     8.647
  131.14  -16.00      5.308     4.069     6.551
  131.14  -15.00      5.328     0.727     3.696
  131.14  -14.00      5.347     1.341     0.679
  131.14  -13.00      5.365     1.015    -2.232
  131.14  -12.00      5.381     2.073    -4.758
  131.14  -11.00      5.396     2.909    -6.417
  131.14  -10.00      5.410     3.118    -7.075
  131.14   -9.00      5.422     2.684    -6.901
  131.14   -8.00      5.433     2.263    -5.863
  131.14   -7.00      5.443     0.627    -4.335
  131.14   -6.00      5.451    -4.582    -2.804
  131.14   -5.00      5.458    -8.591    -1.401
  131.14   -4.00      5.464    -9.817    -0.468
  131.14   -3.00      5.468    -9.097    -0.032
  131.14   -2.00      5.472     3.738     0.078
  131.14   -1.00      5.474    18.712     0.026
  131.14    0.00      5.474    13.942    -0.000
  131.14    1.00      5.474     8.899     0.000
  131.14    2.00      5.472    -4.049    -0.076
  131.14    3.00      5.468   -16.387    -0.432
  131.14    4.00      5.464   -10.891    -1.108
  131.14    5.00      5.458    -0.671    -2.082
  131.14    6.00      5.451    -4.022    -3.520
  131.14    7.00      5.443     2.832    -4.845
  131.14    8.00      5.433     3.489    -5.807
  131.14    9.00      5.422     2.626    -5.767
  131.14   10.00      5.410     5.178    -4.213
  131.14   11.00      5.396     6.137    -1.377
  131.14   12.00      5.381     3.769     2.372
  131.14   13.00      5.365     5.018     6.167
  131.14   14.00      5.347     3.076     8.984
  131.14   15.00      5.328    -1.105    10.233
  131.14   16.00      5.308     1.186    10.004
  131.14   17.00      5.286    -0.024     8.787
  131.14   18.00      5.263    -0.345     7.041
  131.14   19.00      5.238    -1.017     5.659
  131.14   20.00      5.213    -1.109     4.791
  131.14   21.00      5.185    -1.495     4.410
  131.14   22.00      5.157    -2.176     4.327
  131.14   23.00      5.126    -1.706     4.085
  131.14   24.00      5.095    -1.807     3.310
  131.14   25.00      5.062    -1.981     2.171
  131.14   26.00      5.027    -2.118     0.799
  131.14   27.00      4.992     0.880    -0.656
  131.14   28.00      4.954     1.063    -1.625
  131.14   29.00      4.915     1.275    -1.968
  131.14   30.00      4.875     4.079    -0.982
  131.14   31.00      4.833     0.619     1.649
  131.14   32.00      4.790    -3.163     4.518
  131.14   33.00      4.745    -4.467     6.894
  131.14   34.00      4.698    -6.255     8.463
  131.14   35.00      4.650    -5.524     8.648
  131.14   36.00      4.601    -6.025     7.649
  131.14   37.00      4.550    -6.418     5.755
  131.14   38.00      4.497    -4.772     2.796
  131.14   39.00      4.443    -0.091    -1.301
  131.14   40.00      4.388     6.302    -5.900
  131.14   41.00      4.331    11.406    -9.694
  131.14   42.00      4.272    14.688   -10.394
  131.14   43.00      4.212     8.887    -5.924
  131.14   44.00      4.150     1.659     1.149
  131.14   45.00      4.087    -4.465     6.372
  131.14   46.00      4.022    -1.088     8.340
  131.14   47.00      3.956    -6.042     8.538
  131.14   48.00      3.888    -3.000     7.913
  131.14   49.00      3.819    -5.360     7.698
  131.14   50.00      3.748    -4.879     6.871
  131.14   51.00      3.676    -5.173     5.422
  131.14   52.00      3.602    -4.105     3.575
  131.14   53.00      3.527    -1.713     0.982
  131.14   54.00      3.451     1.686    -1.722
  131.14   55.00      3.373     4.911    -3.239
  131.14   56.00      3.294     7.080    -3.723
  131.14   57.00      3.213     3.762    -3.680
  131.14   58.00      3.131    -2.284    -3.813
  131.14   59.00      3.048    -1.658    -4.612
  131.14   60.00      2.963     1.173    -5.296
  131.14   61.00      2.877     5.612    -5.494
  131.14   62.00      2.790     9.841    -5.100
  131.14   63.00      2.702     4.300    -3.492
  131.14   64.00      2.613    -4.148     0.284
  131.14   65.00      2.522    -1.622     4.723
  131.14   66.00      2.430    -2.909     8.535
  131.14   67.00      2.338    -4.530    10.490
  131.14   68.00      2.244    -2.533    10.759
  131.14   69.00      2.149    -3.668     8.682
  131.14   70.00      2.053    -4.179     5.339
  131.14   71.00      1.956    -5.879     2.233
  131.14   72.00      1.859    -4.903    -0.766
  131.14   73.00      1.760    -0.107    -4.940
  131.14   74.00      1.661     4.036    -9.780
  131.14   75.00      1.561    10.621   -12.732
  131.14   76.00      1.460    13.303   -11.452
  131.14   77.00      1.359    -0.964    -6.313
  131.14   78.00      1.257    -7.517    -0.458
  131.14   79.00      1.154    -3.637     4.149
  131.14   80.00      1.051    -6.573     6.088
  131.14   81.00      0.947    -5.707     4.544
  131.14   82.00      0.843    -1.790    -0.021
  131.14   83.00      0.739     1.124    -6.299
  131.14   84.00      0.634     6.585   -12.790
  131.14   85.00      0.529    13.372   -20.036
  131.14   86.00      0.423    11.531   -28.608
  131.14   87.00      0.318    12.994   -36.392
  131.14   88.00      0.212     5.707   -46.000
  131.14   89.00      0.106    -1.580   -46.000
  131.14   90.00      0.000    -1.580    -3.188

Pressure level 114.5378 mbar
pressure latitude     beta      betay     betaz
  114.54  -90.00      0.000     0.715    -0.055
  114.54  -89.00      0.106     0.715    -3.740
  114.54  -88.00      0.212     3.569    -4.534
  114.54  -87.00      0.318     3.351    -6.884
  114.54  -86.00      0.423     3.133    -8.882
  114.54  -85.00      0.529     1.145    -9.555
  114.54  -84.00      0.634     2.452    -7.157
  114.54  -83.00      0.739    -3.853    -3.193
  114.54  -82.00      0.843    -3.542     0.191
  114.54  -81.00      0.947    -2.497     1.742
  114.54  -80.00      1.051    -3.823     2.061
  114.54  -79.00      1.154    -3.219     1.672
  114.54  -78.00      1.257    -3.359     1.177
  114.54  -77.00      1.359    -2.777     1.958
  114.54  -76.00      1.460    -3.824     2.896
  114.54  -75.00      1.561    -5.150     2.633
  114.54  -74.00      1.661    -5.098     0.715
  114.54  -73.00      1.760    -0.511    -1.183
  114.54  -72.00      1.859     4.055    -2.683
  114.54  -71.00      1.956    12.427    -2.860
  114.54  -70.00      2.053    14.801    -1.942
  114.54  -69.00      2.149     1.667    -0.541
  114.54  -68.00      2.244    -3.374     0.745
  114.54  -67.00      2.337    -2.139     1.712
  114.54  -66.00      2.430    -5.770     3.064
  114.54  -65.00      2.522    -3.885     4.829
  114.54  -64.00      2.612    -4.148     6.574
  114.54  -63.00      2.702    -2.838     7.783
  114.54  -62.00      2.790    -1.854     8.119
  114.54  -61.00      2.877    -4.639     7.574
  114.54  -60.00      2.963    -7.214     5.977
  114.54  -59.00      3.048    -6.142     2.684
  114.54  -58.00      3.131    -4.397    -1.797
  114.54  -57.00      3.213     4.591    -6.097
  114.54  -56.00      3.293    18.156    -8.752
  114.54  -55.00      3.373    12.936    -8.281
  114.54  -54.00      3.450     4.874    -5.711
  114.54  -53.00      3.527     4.576    -2.530
  114.54  -52.00      3.602    -0.242     0.863
  114.54  -51.00      3.676    -3.879     3.920
  114.54  -50.00      3.748    -5.384     6.538
  114.54  -49.00      3.819    -6.468     7.843
  114.54  -48.00      3.888    -7.066     6.982
  114.54  -47.00      3.956    -6.902     5.305
  114.54  -46.00      4.022    -3.821     3.388
  114.54  -45.00      4.086     1.684     0.941
  114.54  -44.00      4.150     7.823    -1.123
  114.54  -43.00      4.211    12.608    -1.866
  114.54  -42.00      4.272    12.205    -1.704
  114.54  -41.00      4.330     4.824    -0.952
  114.54  -40.00      4.387    -3.110     0.044
  114.54  -39.00      4.443    -2.599     0.412
  114.54  -38.00      4.497    -4.931     0.351
  114.54  -37.00      4.550    -4.568     0.538
  114.54  -36.00      4.601    -5.033     0.659
  114.54  -35.00      4.650    -5.027    -0.086
  114.54  -34.00      4.698    -5.364    -1.296
  114.54  -33.00      4.744    -3.441    -2.204
  114.54  -32.00      4.789    -0.963    -2.617
  114.54  -31.00      4.833     1.841    -3.043
  114.54  -30.00      4.874     2.971    -3.517
  114.54  -29.00      4.915     1.492    -3.039
  114.54  -28.00      4.954     3.739    -1.991
  114.54  -27.00      4.991     1.297    -0.773
  114.54  -26.00      5.027    -4.564     0.854
  114.54  -25.00      5.062    -4.813     2.655
  114.54  -24.00      5.095    -2.599     3.966
  114.54  -23.00      5.126    -1.259     4.919
  114.54  -22.00      5.156    -0.465     5.810
  114.54  -21.00      5.185    -1.806     6.666
  114.54  -20.00      5.212    -1.510     7.753
  114.54  -19.00      5.238    -1.059     9.037
  114.54  -18.00      5.263     1.956     9.984
  114.54  -17.00      5.286     3.384    10.025
  114.54  -16.00      5.307     4.357     7.979
  114.54  -15.00      5.328     0.721     4.613
  114.54  -14.00      5.347     1.414     1.239
  114.54  -13.00      5.364     1.202    -2.165
  114.54  -12.00      5.381     2.103    -5.584
  114.54  -11.00      5.396     2.717    -7.989
  114.54  -10.00      5.409     2.676    -8.852
  114.54   -9.00      5.422     2.251    -8.219
  114.54   -8.00      5.433     2.000    -6.517
  114.54   -7.00      5.442     0.525    -4.561
  114.54   -6.00      5.451    -5.485    -2.880
  114.54   -5.00      5.458    -8.607    -1.395
  114.54   -4.00      5.463   -10.053    -0.488
  114.54   -3.00      5.468    -9.591    -0.055
  114.54   -2.00      5.471     4.369     0.069
  114.54   -1.00      5.473    18.712     0.025
  114.54    0.00      5.474    11.407    -0.000
  114.54    1.00      5.473    11.160     0.010
  114.54    2.00      5.471    -3.334    -0.027
  114.54    3.00      5.468   -15.392    -0.266
  114.54    4.00      5.463   -13.521    -0.869
  114.54    5.00      5.458     0.691    -1.529
  114.54    6.00      5.451    -5.016    -2.770
  114.54    7.00      5.442     2.682    -3.811
  114.54    8.00      5.433     3.266    -4.629
  114.54    9.00      5.422     2.523    -4.596
  114.54   10.00      5.409     5.089    -3.288
  114.54   11.00      5.396     6.137    -0.764
  114.54   12.00      5.381     3.890     2.592
  114.54   13.00      5.364     4.985     5.882
  114.54   14.00      5.347     3.214     8.480
  114.54   15.00      5.328    -0.820     9.718
  114.54   16.00      5.307     1.352     9.488
  114.54   17.00      5.286     0.121     8.296
  114.54   18.00      5.263    -0.452     6.702
  114.54   19.00      5.238    -1.077     5.710
  114.54   20.00      5.212    -1.097     5.326
  114.54   21.00      5.185    -1.465     5.283
  114.54   22.00      5.156    -2.105     5.292
  114.54   23.00      5.126    -1.639     4.886
  114.54   24.00      5.095    -1.816     3.791
  114.54   25.00      5.062    -2.073     2.426
  114.54   26.00      5.027    -2.220     1.202
  114.54   27.00      4.991     0.780     0.287
  114.54   28.00      4.954     1.018    -0.036
  114.54   29.00      4.915     1.212     0.129
  114.54   30.00      4.874     4.030     1.330
  114.54   31.00      4.833     0.671     3.740
  114.54   32.00      4.789    -3.073     6.070
  114.54   33.00      4.744    -4.286     7.714
  114.54   34.00      4.698    -6.104     8.264
  114.54   35.00      4.650    -5.509     7.443
  114.54   36.00      4.601    -6.012     5.971
  114.54   37.00      4.550    -6.384     4.111
  114.54   38.00      4.497    -4.782     1.503
  114.54   39.00      4.443    -0.239    -1.847
  114.54   40.00      4.387     6.109    -5.075
  114.54   41.00      4.330    11.255    -7.255
  114.54   42.00      4.272    14.613    -6.913
  114.54   43.00      4.211     8.943    -2.819
  114.54   44.00      4.150     1.728     2.446
  114.54   45.00      4.086    -4.426     5.915
  114.54   46.00      4.022    -1.083     7.094
  114.54   47.00      3.956    -5.984     7.260
  114.54   48.00      3.888    -2.958     6.963
  114.54   49.00      3.819    -5.264     7.024
  114.54   50.00      3.748    -4.830     5.954
  114.54   51.00      3.676    -5.180     3.886
  114.54   52.00      3.602    -4.119     1.651
  114.54   53.00      3.527    -1.736    -0.918
  114.54   54.00      3.450     1.666    -3.580
  114.54   55.00      3.373     4.898    -5.508
  114.54   56.00      3.293     6.994    -6.738
  114.54   57.00      3.213     3.698    -6.735
  114.54   58.00      3.131    -2.265    -6.236
  114.54   59.00      3.048    -1.681    -6.516
  114.54   60.00      2.963     1.096    -6.797
  114.54   61.00      2.877     5.566    -5.844
  114.54   62.00      2.790     9.838    -3.334
  114.54   63.00      2.702     4.329     0.765
  114.54   64.00      2.612    -4.068     5.811
  114.54   65.00      2.522    -1.522     9.511
  114.54   66.00      2.430    -2.883    11.115
  114.54   67.00      2.337    -4.475    11.369
  114.54   68.00      2.244    -2.538     9.877
  114.54   69.00      2.149    -3.701     7.167
  114.54   70.00      2.053    -4.224     4.088
  114.54   71.00      1.956    -5.863     1.910
  114.54   72.00      1.859    -4.904    -0.028
  114.54   73.00      1.760    -0.131    -2.304
  114.54   74.00      1.661     4.039    -4.449
  114.54   75.00      1.561    10.622    -5.807
  114.54   76.00      1.460    13.316    -5.389
  114.54   77.00      1.359    -0.941    -3.632
  114.54   78.00      1.257    -7.510    -1.910
  114.54   79.00      1.154    -3.652    -0.682
  114.54   80.00      1.051    -6.623    -0.214
  114.54   81.00      0.947    -5.758    -0.312
  114.54   82.00      0.843    -1.830    -0.900
  114.54   83.00      0.739     1.128    -1.763
  114.54   84.00      0.634     6.650    -2.849
  114.54   85.00      0.529    13.423    -5.318
  114.54   86.00      0.423    11.542    -8.897
  114.54   87.00      0.318    12.973   -11.552
  114.54   88.00      0.212     5.872   -20.146
  114.54   89.00      0.106    -1.228   -10.811
  114.54   90.00      0.000    -1.228    -0.562

Pressure level 100.025 mbar
pressure latitude     beta      betay     betaz
  100.03  -90.00      0.000     0.371    -0.142
  100.03  -89.00      0.106     0.371   -19.713
  100.03  -88.00      0.212     3.651   -10.203
  100.03  -87.00      0.318     3.393    -8.688
  100.03  -86.00      0.423     3.135    -8.637
  100.03  -85.00      0.529     1.088    -8.267
  100.03  -84.00      0.634     2.471    -6.170
  100.03  -83.00      0.739    -3.860    -3.825
  100.03  -82.00      0.843    -3.546    -1.798
  100.03  -81.00      0.947    -2.515    -0.643
  100.03  -80.00      1.051    -3.828     0.001
  100.03  -79.00      1.154    -3.250     0.400
  100.03  -78.00      1.257    -3.372     1.389
  100.03  -77.00      1.359    -2.734     3.441
  100.03  -76.00      1.460    -3.685     5.342
  100.03  -75.00      1.561    -5.032     5.284
  100.03  -74.00      1.661    -5.138     2.697
  100.03  -73.00      1.760    -0.525    -0.101
  100.03  -72.00      1.859     3.991    -2.317
  100.03  -71.00      1.956    12.401    -2.772
  100.03  -70.00      2.053    14.817    -1.797
  100.03  -69.00      2.149     1.678    -0.868
  100.03  -68.00      2.243    -3.345    -0.708
  100.03  -67.00      2.337    -2.136    -1.465
  100.03  -66.00      2.430    -5.804    -1.892
  100.03  -65.00      2.522    -3.937    -1.476
  100.03  -64.00      2.612    -4.204    -0.527
  100.03  -63.00      2.702    -2.844     0.592
  100.03  -62.00      2.790    -1.824     1.183
  100.03  -61.00      2.877    -4.679     0.950
  100.03  -60.00      2.963    -7.288     0.721
  100.03  -59.00      3.047    -6.173     0.799
  100.03  -58.00      3.131    -4.367     0.866
  100.03  -57.00      3.213     4.696     0.462
  100.03  -56.00      3.293    18.244    -0.774
  100.03  -55.00      3.372    12.979    -1.462
  100.03  -54.00      3.450     4.878    -1.114
  100.03  -53.00      3.527     4.586    -0.088
  100.03  -52.00      3.602    -0.216     0.944
  100.03  -51.00      3.675    -3.913     1.226
  100.03  -50.00      3.748    -5.419     1.200
  100.03  -49.00      3.818    -6.476     0.578
  100.03  -48.00      3.887    -7.136    -0.741
  100.03  -47.00      3.955    -6.987    -0.808
  100.03  -46.00      4.021    -3.835     0.537
  100.03  -45.00      4.086     1.732     1.939
  100.03  -44.00      4.149     7.900     2.755
  100.03  -43.00      4.211    12.662     2.997
  100.03  -42.00      4.271    12.198     2.791
  100.03  -41.00      4.330     4.806     2.421
  100.03  -40.00      4.387    -3.114     1.424
  100.03  -39.00      4.443    -2.688    -0.461
  100.03  -38.00      4.497    -4.962    -1.545
  100.03  -37.00      4.549    -4.530    -1.670
  100.03  -36.00      4.600    -4.995    -1.939
  100.03  -35.00      4.650    -4.994    -2.563
  100.03  -34.00      4.698    -5.372    -3.137
  100.03  -33.00      4.744    -3.519    -3.124
  100.03  -32.00      4.789    -0.956    -2.113
  100.03  -31.00      4.832     1.874    -1.240
  100.03  -30.00      4.874     2.885    -0.926
  100.03  -29.00      4.914     1.509    -0.060
  100.03  -28.00      4.953     3.839     0.744
  100.03  -27.00      4.991     1.356     0.985
  100.03  -26.00      5.027    -4.617     1.114
  100.03  -25.00      5.061    -4.953     1.624
  100.03  -24.00      5.094    -2.681     2.403
  100.03  -23.00      5.126    -1.265     3.230
  100.03  -22.00      5.156    -0.419     4.125
  100.03  -21.00      5.185    -1.780     4.987
  100.03  -20.00      5.212    -1.469     6.021
  100.03  -19.00      5.238    -0.894     7.172
  100.03  -18.00      5.262     2.108     7.980
  100.03  -17.00      5.285     3.744     8.181
  100.03  -16.00      5.307     4.545     6.539
  100.03  -15.00      5.327     0.663     3.644
  100.03  -14.00      5.346     1.412     0.941
  100.03  -13.00      5.364     1.266    -1.830
  100.03  -12.00      5.380     2.045    -4.825
  100.03  -11.00      5.395     2.471    -7.014
  100.03  -10.00      5.409     2.235    -7.778
  100.03   -9.00      5.421     1.970    -7.040
  100.03   -8.00      5.432     1.975    -5.443
  100.03   -7.00      5.442     0.645    -3.793
  100.03   -6.00      5.450    -5.964    -2.523
  100.03   -5.00      5.457    -8.429    -1.338
  100.03   -4.00      5.463   -10.251    -0.615
  100.03   -3.00      5.468   -10.144    -0.203
  100.03   -2.00      5.471     4.414    -0.009
  100.03   -1.00      5.473    18.712     0.010
  100.03    0.00      5.473     9.372    -0.000
  100.03    1.00      5.473    12.895     0.008
  100.03    2.00      5.471    -2.713    -0.020
  100.03    3.00      5.468   -14.249    -0.160
  100.03    4.00      5.463   -15.788    -0.619
  100.03    5.00      5.457     2.088    -0.858
  100.03    6.00      5.450    -5.646    -1.661
  100.03    7.00      5.442     2.671    -2.111
  100.03    8.00      5.432     3.167    -2.478
  100.03    9.00      5.421     2.468    -2.313
  100.03   10.00      5.409     4.944    -1.492
  100.03   11.00      5.395     6.078     0.020
  100.03   12.00      5.380     3.925     1.996
  100.03   13.00      5.364     4.803     3.895
  100.03   14.00      5.346     3.216     5.671
  100.03   15.00      5.327    -0.640     6.791
  100.03   16.00      5.307     1.455     6.892
  100.03   17.00      5.285     0.260     6.279
  100.03   18.00      5.262    -0.516     5.352
  100.03   19.00      5.238    -1.083     4.992
  100.03   20.00      5.212    -1.047     5.104
  100.03   21.00      5.185    -1.421     5.313
  100.03   22.00      5.156    -2.041     5.339
  100.03   23.00      5.126    -1.592     4.834
  100.03   24.00      5.094    -1.832     3.685
  100.03   25.00      5.061    -2.166     2.392
  100.03   26.00      5.027    -2.320     1.506
  100.03   27.00      4.991     0.692     1.197
  100.03   28.00      4.953     0.983     1.503
  100.03   29.00      4.914     1.174     2.142
  100.03   30.00      4.874     4.008     3.373
  100.03   31.00      4.832     0.724     5.192
  100.03   32.00      4.789    -2.983     6.677
  100.03   33.00      4.744    -4.096     7.433
  100.03   34.00      4.698    -5.962     7.009
  100.03   35.00      4.650    -5.510     5.478
  100.03   36.00      4.600    -6.005     3.833
  100.03   37.00      4.549    -6.358     2.196
  100.03   38.00      4.497    -4.808     0.156
  100.03   39.00      4.443    -0.408    -2.207
  100.03   40.00      4.387     5.906    -3.861
  100.03   41.00      4.330    11.131    -4.278
  100.03   42.00      4.271    14.596    -3.057
  100.03   43.00      4.211     9.026    -0.080
  100.03   44.00      4.149     1.769     2.654
  100.03   45.00      4.086    -4.426     4.087
  100.03   46.00      4.021    -1.097     4.549
  100.03   47.00      3.955    -5.920     4.889
  100.03   48.00      3.887    -2.896     5.038
  100.03   49.00      3.818    -5.161     5.314
  100.03   50.00      3.748    -4.787     4.246
  100.03   51.00      3.675    -5.192     2.095
  100.03   52.00      3.602    -4.143    -0.087
  100.03   53.00      3.527    -1.767    -2.301
  100.03   54.00      3.450     1.656    -4.459
  100.03   55.00      3.372     4.893    -6.312
  100.03   56.00      3.293     6.905    -7.914
  100.03   57.00      3.213     3.627    -8.025
  100.03   58.00      3.131    -2.256    -7.161
  100.03   59.00      3.047    -1.706    -6.931
  100.03   60.00      2.963     1.024    -6.684
  100.03   61.00      2.877     5.533    -4.867
  100.03   62.00      2.790     9.852    -1.228
  100.03   63.00      2.702     4.373     3.629
  100.03   64.00      2.612    -3.990     8.216
  100.03   65.00      2.522    -1.426    10.590
  100.03   66.00      2.430    -2.869    10.368
  100.03   67.00      2.337    -4.434     9.355
  100.03   68.00      2.243    -2.562     6.861
  100.03   69.00      2.149    -3.749     4.252
  100.03   70.00      2.053    -4.268     2.185
  100.03   71.00      1.956    -5.838     1.335
  100.03   72.00      1.859    -4.908     0.680
  100.03   73.00      1.760    -0.157     0.256
  100.03   74.00      1.661     4.054     0.353
  100.03   75.00      1.561    10.645     0.277
  100.03   76.00      1.460    13.348    -0.018
  100.03   77.00      1.359    -0.910    -0.793
  100.03   78.00      1.257    -7.507    -2.053
  100.03   79.00      1.154    -3.682    -3.302
  100.03   80.00      1.051    -6.696    -4.039
  100.03   81.00      0.947    -5.829    -3.234
  100.03   82.00      0.843    -1.886    -1.016
  100.03   83.00      0.739     1.130     2.243
  100.03   84.00      0.634     6.716     5.311
  100.03   85.00      0.529    13.479     6.562
  100.03   86.00      0.423    11.572     6.436
  100.03   87.00      0.318    12.894     6.154
  100.03   88.00      0.212     6.115     5.932
  100.03   89.00      0.106    -0.665    13.110
  100.03   90.00      0.000    -0.665     0.361

Pressure level 87.3543 mbar
pressure latitude     beta      betay     betaz
   87.35  -90.00      0.000     0.035    -0.176
   87.35  -89.00      0.106     0.035   -23.122
   87.35  -88.00      0.212     3.728    -9.788
   87.35  -87.00      0.318     3.433    -6.760
   87.35  -86.00      0.423     3.139    -5.580
   87.35  -85.00      0.529     1.057    -4.762
   87.35  -84.00      0.634     2.503    -3.555
   87.35  -83.00      0.739    -3.875    -2.894
   87.35  -82.00      0.843    -3.575    -2.330
   87.35  -81.00      0.947    -2.554    -1.768
   87.35  -80.00      1.051    -3.841    -1.076
   87.35  -79.00      1.154    -3.273    -0.308
   87.35  -78.00      1.257    -3.357     1.216
   87.35  -77.00      1.359    -2.674     3.341
   87.35  -76.00      1.460    -3.554     5.184
   87.35  -75.00      1.561    -4.955     5.185
   87.35  -74.00      1.661    -5.205     3.076
   87.35  -73.00      1.760    -0.526     0.921
   87.35  -72.00      1.858     3.959    -0.889
   87.35  -71.00      1.956    12.413    -1.374
   87.35  -70.00      2.053    14.834    -0.849
   87.35  -69.00      2.149     1.667    -0.772
   87.35  -68.00      2.243    -3.336    -1.609
   87.35  -67.00      2.337    -2.120    -3.383
   87.35  -66.00      2.430    -5.820    -4.877
   87.35  -65.00      2.522    -3.988    -5.459
   87.35  -64.00      2.612    -4.274    -5.188
   87.35  -63.00      2.701    -2.869    -4.276
   87.35  -62.00      2.790    -1.806    -3.423
   87.35  -61.00      2.877    -4.733    -3.075
   87.35  -60.00      2.963    -7.381    -2.106
   87.35  -59.00      3.047    -6.214     0.098
   87.35  -58.00      3.130    -4.330     2.830
   87.35  -57.00      3.212     4.821     4.926
   87.35  -56.00      3.293    18.368     5.182
   87.35  -55.00      3.372    13.052     4.190
   87.35  -54.00      3.450     4.896     2.999
   87.35  -53.00      3.526     4.596     2.162
   87.35  -52.00      3.602    -0.206     1.097
   87.35  -51.00      3.675    -3.962    -0.751
   87.35  -50.00      3.747    -5.476    -2.540
   87.35  -49.00      3.818    -6.498    -4.010
   87.35  -48.00      3.887    -7.187    -4.911
   87.35  -47.00      3.955    -7.060    -3.857
   87.35  -46.00      4.021    -3.851    -1.093
   87.35  -45.00      4.086     1.781     1.906
   87.35  -44.00      4.149     7.981     4.015
   87.35  -43.00      4.211    12.714     4.725
   87.35  -42.00      4.271    12.178     4.413
   87.35  -41.00      4.330     4.759     3.580
   87.35  -40.00      4.387    -3.146     1.718
   87.35  -39.00      4.442    -2.775    -1.041
   87.35  -38.00      4.496    -4.974    -2.356
   87.35  -37.00      4.549    -4.493    -2.526
   87.35  -36.00      4.600    -4.962    -2.846
   87.35  -35.00      4.649    -4.949    -3.141
   87.35  -34.00      4.697    -5.361    -3.166
   87.35  -33.00      4.744    -3.573    -2.659
   87.35  -32.00      4.788    -0.944    -1.216
   87.35  -31.00      4.832     1.895     0.055
   87.35  -30.00      4.874     2.805     0.700
   87.35  -29.00      4.914     1.536     1.628
   87.35  -28.00      4.953     3.936     2.205
   87.35  -27.00      4.990     1.419     1.914
   87.35  -26.00      5.026    -4.658     1.162
   87.35  -25.00      5.061    -5.105     0.780
   87.35  -24.00      5.094    -2.772     1.091
   87.35  -23.00      5.125    -1.253     1.709
   87.35  -22.00      5.155    -0.349     2.448
   87.35  -21.00      5.184    -1.712     3.168
   87.35  -20.00      5.211    -1.387     3.978
   87.35  -19.00      5.237    -0.707     4.788
   87.35  -18.00      5.262     2.235     5.254
   87.35  -17.00      5.285     3.980     5.321
   87.35  -16.00      5.307     4.621     4.069
   87.35  -15.00      5.327     0.596     1.972
   87.35  -14.00      5.346     1.344     0.162
   87.35  -13.00      5.363     1.190    -1.637
   87.35  -12.00      5.380     1.881    -3.507
   87.35  -11.00      5.395     2.154    -4.783
